,Symbol
1248,LSIL
1249,LT
1250,LTFOODS
1251,LTGILTBEES
1252,LTI
1253,LTIM
1254,LTTS
1255,LUMAXIND
1256,LUMAXTECH
1257,LUPIN
1258,LUXIND
1259,LXCHEM
1260,LYCOS
1261,LYKALABS
1262,LYPSAGEMS
1263,M&M
1264,M&MFIN
1265,M100
1266,M50
1267,MAANALU
1268,MACMILLAN
1269,MACPOWER
1270,MADHAV
1271,MADHUCON
1272,MADRASCEM
1273,MADRASFERT
1274,MADRASREFN
1275,MAGADSUGAR
1276,MAGMA
1277,MAGNUM
1278,MAHABANK
1279,MAHAPEXLTD
1280,MAHASTEEL
1281,MAHAVIRSPG
1282,MAHEPC
1283,MAHESHWARI
1284,MAHINDCIE
1285,MAHINDFORG
1286,MAHLIFE
1287,MAHLOG
1288,MAHSCOOTER
1289,MAHSEAMLES
1290,MAITHANALL
1291,MAJESCO
1292,MALLCOM
1293,MALUPAPER
1294,MAN50ETF
1295,MANAKALUCO
1296,MANAKCOAT
1297,MANAKINDST
1298,MANAKSIA
1299,MANAKSTEEL
1300,MANALIPETC
1301,MANALU
1302,MANAPPURAM
1303,MANGALAM
1304,MANGCHEFER
1305,MANGLMCEM
1306,MANINDS
1307,MANINFRA
1308,MANKIND
1309,MANOMAY
1310,MANORAMA
1311,MANORG
1312,MANUGRAPH
1313,MANXT50
1314,MANYAVAR
1315,MAPMYINDIA
1316,MARALOVER
1317,MARATHON
1318,MARICO
1319,MARICOIND
1320,MARINE
1321,MARKSANS
1322,MARSHALL
1323,MARUTI
1324,MASFIN
1325,MASKINVEST
1326,MASTEK
1327,MATRIMONY
1328,MAWANASUG
1329,MAX
1330,MAXESTATES
1331,MAXHEALTH
1332,MAXIND
1333,MAXWELL
1334,MAYURUNIQ
1335,MAZDA
1336,MAZDOCK
1337,MBAPL
1338,MBECL
1339,MBLINFRA
1340,MCDOWELL-N
1341,MCL
1342,MCLEODRUSS
1343,MCX
1344,MEDANTA
1345,MEDICAMEQ
1346,MEDICO
1347,MEDPLUS
1348,MEGASOFT
1349,MEGASTAR
1350,MELSTAR
1351,MENONBE
1352,MEP
1353,MERCK
1354,METROBRAND
1355,METROPOLIS
1356,MFL
1357,MFSL
1358,MGEL
1359,MGL
1360,MHLXMIRU
1361,MHRIL
1362,MICEL
1363,MICO
1364,MICROSEC
1365,MID-DAY
1366,MID150BEES
1367,MIDCAPIWIN
1368,MIDHANI
1369,MINDACORP
1370,MINDAIND
1371,MINDTECK
1372,MIRCELECTR
1373,MIRZAINT
1374,MIRZATAN
1375,MITCON
1376,MITTAL
1377,MITTALLAMI
1378,MKPL
1379,MMFL
1380,MMFSL
1381,MMP
1382,MMTC
1383,MODIRUBBER
1384,MODISNME
1385,MODISONLTD
1386,MOHITIND
1387,MOIL
1388,MOKSH
1389,MOL
1390,MOLDTECH
1391,MOLDTKPAC
1392,MOM100
1393,MOM50
1394,MON100
1395,MONARCH
1396,MONTECARLO
1397,MORAREALTY
1398,MORARJEE
1399,MORARJESPG
1400,MOREPENLAB
1401,MOTHERSON
1402,MOTHERSUMI
1403,MOTILALOFS
1404,MOTOGENFIN
1405,MPHASIS
1406,MPHASISBFL
1407,MPSLTD
1408,MRF
1409,MRO-TEK
1410,MRPL
1411,MSKPROJ
1412,MSPL
1413,MSTCLTD
1414,MSUMI
1415,MTARTECH
1416,MTEDUCARE
1417,MTNL
1418,MUFIN
1419,MUKANDLTD
1420,MUKTAARTS
1421,MUNDRAPORT
1422,MUNJALAU
1423,MUNJALSHOW
1424,MURUDCERA
1425,MUTHOOTCAP
1426,MUTHOOTFIN
1427,MVGJL
1428,MYSORECEM
1429,N100
1430,NACLIND
1431,NAGAAGRI
1432,NAGAFERT
1433,NAGARCONST
1434,NAGPURENG
1435,NAGREEKCAP
1436,NAGREEKEXP
1437,NAHARCAP
1438,NAHAREXPOT
1439,NAHARINDUS
1440,NAHARINVST
1441,NAHARPOLY
1442,NAHARSPING
1443,NAM-INDIA
1444,NANDANEXIM
1445,NARMADA
1446,NATCOPHARM
1447,NATHBIOGEN
1448,NATHSEED
1449,NATIONALUM
1450,NAUKRI
1451,NAVA
1452,NAVBARFERO
1453,NAVINFLUOR
1454,NAVKARCORP
1455,NAVNETEDUL
1456,NAVNETPUBL
1457,NAZARA
1458,NBCC
1459,NBIFIN
1460,NBVENTURES
1461,NCC
1462,NCLIND
1463,NDGL
1464,NDL
1465,NDLVENTURE
1466,NDRAUTO
1467,NDTV
1468,NECCLTD
1469,NECLIFE
1470,NELCAST
1471,NELCO
1472,NEOCURE
1473,NEOGEN
1474,NESCO
1475,NESTLEIND
1476,NETF
1477,NETFCONSUM
1478,NETFDIVOPP
1479,NETFIT
1480,NETFLTGILT
1481,NETFMID150
1482,NETFNIF100
1483,NETFNV20
1484,NETWEB
1485,NETWORK18
1486,NEULANDLAB
1487,NEWGEN
1488,NEXT50
1489,NEXTMEDIA
1490,NEYVELILIG
1491,NFL
1492,NGIL
1493,NGLFINE
1494,NH
1495,NHPC
1496,NIACL
1497,NIBL
1498,NICOLASPIR
1499,NIF100BEES
1500,NIF100IWIN
1501,NIFETF
1502,NIFTY 100
1503,NIFTY 50
1504,NIFTY 500
1505,NIFTY AUTO
1506,NIFTY BANK
1507,NIFTY COMMODITIES
1508,NIFTY ENERGY
1509,NIFTY FINANCIAL SERVICES
1510,NIFTY FMCG
1511,NIFTY INFRASTRUCTURE
1512,NIFTY IT
1513,NIFTY MEDIA
1514,NIFTY METAL
1515,NIFTY MIDCAP 100
1516,NIFTY MIDCAP 50
1517,NIFTY NEXT 50
1518,NIFTY PSE
1519,NIFTY PSU BANK
1520,NIFTY REALTY
1521,NIFTY SERVICES SECTOR
1522,NIFTYBEES
1523,NIFTYETF
1524,NIFTYIWIN
1525,NIITLTD
1526,NIITMTS
1527,NIITTECH
1528,NILAINFRA
1529,NILASPACES
1530,NILKAMAL
1531,NILKAMPLST
1532,NINSYS
1533,NIPPOBATRY
1534,NIRAJ
1535,NIRVIKARA
1536,NITCO
1537,NITINSPIN
1538,NITIRAJ
1539,NKIND
1540,NLCINDIA
1541,NMDC
1542,NOCIL
1543,NOIDATOLL
1544,NORBTEAEXP
1545,NPBET
1546,NRAIL
1547,NRBBEARING
1548,NRL
1549,NSIL
1550,NSLNISP
1551,NTPC
1552,NUCLEUS
1553,NUMERICPW
1554,NURECA
1555,NUVAMA
1556,NUVOCO
1557,NV20BEES
1558,NV20IWIN
1559,NXTDIGITAL
1560,NYKAA
1561,OAL
1562,OBCL
1563,OBEROIREAL
1564,OBEROIRLTY
1565,OCCL
1566,OFSS
1567,OIL
1568,OILCOUNTUB
1569,OLECTRA
1570,OMAXAUTO
1571,OMAXE
1572,OMINFRAL
1573,OMKARCHEM
1574,OMMETALS
1575,ONELIFECAP
1576,ONEPOINT
1577,ONGC
1578,ONMOBILE
1579,ONWARDTEC
1580,OPTIEMUS
1581,ORBTEXP
1582,ORCHPHARMA
1583,ORICONENT
1584,ORIENTABRA
1585,ORIENTALTL
1586,ORIENTBELL
1587,ORIENTCEM
1588,ORIENTCER
1589,ORIENTCERA
1590,ORIENTELEC
1591,ORIENTHOT
1592,ORIENTLTD
1593,ORIENTPPR
1594,ORIENTREF
1595,ORISSAMINE
1596,ORTINLAB
1597,OSIAHYPER
1598,OSWALAGRO
1599,OSWALGREEN
1600,OSWALSEEDS
1601,OTL
1602,PAGEIND
1603,PAISALO
1604,PAKKA
1605,PALASHSECU
1606,PALREDTEC
1607,PANACEABIO
1608,PANACHE
1609,PANAMAPET
1610,PANSARI
1611,PAPERPROD
1612,PAR
1613,PARACABLES
1614,PARADEEP
1615,PARAGMILK
1616,PARAS
1617,PARASPETRO
1618,PARSVNATH
1619,PASUPTAC
1620,PATANJALI
1621,PATELENG
1622,PATINTLOG
1623,PAVNAIND
1624,PAYTM
1625,PCBL
1626,PCJEWELLER
1627,PDMJEPAPER
1628,PDSL
1629,PDUMJEAGRO
1630,PDUMJEIND
1631,PDUMJEPULP
1632,PEARLPOLY
1633,PEERLESHIP
1634,PEL
1635,PENIND
1636,PENINLAND
1637,PERLENGINF
1638,PERSISTENT
1639,PETRONET
1640,PFC
1641,PFIZER
1642,PFOCUS
1643,PFRL
1644,PFS
1645,PGEL
1646,PGHH
1647,PGHL
1648,PGIL
1649,PHOENIXLTD
1650,PIDILITIND
1651,PIGL
1652,PIIND
1653,PILANIINVS
1654,PILIND
1655,PILITA
1656,PIONEEREMB
1657,PIRHEALTH
1658,PITTIENG
1659,PITTILAM
1660,PIXTRANS
1661,PKTEA
1662,PLASTIBLEN
1663,PLAZACABLE
1664,PNB
1665,PNBGILTS
1666,PNBHOUSING
1667,PNC
1668,PNCINFRA
1669,POCL
1670,PODDARHOUS
1671,PODDARMENT
1672,POKARNA
1673,POLICYBZR
1674,POLYCAB
1675,POLYMED
1676,POLYPLEX
1677,PONNIERODE
1678,POONAWALLA
1679,POWERGRID
1680,POWERINDIA
1681,POWERMECH
1682,PPAP
1683,PPL
1684,PPLPHARMA
1685,PRAENG
1686,PRAJIND
1687,PRAKASH
1688,PRAKASHCON
1689,PRAKASHSTL
1690,PRECAM
1691,PRECOT
1692,PRECOTMILL
1693,PRECWIRE
1694,PREMAUTO
1695,PREMEXPLN
1696,PREMIER
1697,PREMIERPOL
1698,PRESTIGE
1699,PRICOLLTD
1700,PRIMESECU
1701,PRISMCEM
1702,PRITI
1703,PRITIKAUTO
1704,PRIVISCL
1705,PROINDIA
1706,PROZONECSC
1707,PROZONER
1708,PROZONINTU
1709,PRSMJOHNSN
1710,PRUDENT
1711,PSPPROJECT
1712,PSUBNKBEES
1713,PTC
1714,PTCIL
1715,PTL
1716,PUNJABCHEM
1717,PURVA
1718,PVP
1719,PVR
1720,PVRINOX
1721,PYRAMID
1722,QGOLDHALF
1723,QNIFTY
1724,QUESS
1725,QUICKHEAL
1726,RACE
1727,RADAAN
1728,RADHIKAJWE
1729,RADIANTCMS
1730,RADICO
1731,RADIOCITY
1732,RAILTEL
1733,RAIN
1734,RAINBOW
1735,RAINCOM
1736,RAJASSPG
1737,RAJESHEXPO
1738,RAJMET
1739,RAJRATAN
1740,RAJRILTD
1741,RAJSREESUG
1742,RAJTV
1743,RALLIS
1744,RAMANEWS
1745,RAMAPHO
1746,RAMASTEEL
1747,RAMCOCEM
1748,RAMCOIND
1749,RAMCOSYS
1750,RAMKY
1751,RAMRAT
1752,RANASUG
1753,RANEENGINE
1754,RANEHOLDIN
1755,RANEMADRAS
1756,RATEGAIN
1757,RATNAMANI
1758,RATNAVEER
1759,RAYMOND
1760,RBA
1761,RBL
1762,RCF
1763,RCOM
1764,RCVL
1765,RECLTD
1766,REDINGTON
1767,REDTAPE
1768,REFEX
1769,REGENCERAM
1770,REL
1771,RELAXO
1772,RELCHEMQ
1773,RELCNX100
1774,RELCONS
1775,RELDIVOPP
1776,RELGRNIFTY
1777,RELIANCE
1778,RELIGARE
1779,RELIGAREGO
1780,RELINFRA
1781,RELNV20
1782,REPCOHOME
1783,REPL
1784,REPRO
1785,RESPONIND
1786,RETFMID150
1787,REVATHI
1788,RGL
1789,RHFL
1790,RHIM
1791,RHL
1792,RICOAUTO
1793,RIIL
1794,RISHABH
1795,RITCO
1796,RITES
1797,RJL
1798,RKDL
1799,RKEC
1800,RKFORGE
1801,RMCL
1802,RML
1803,RNAM
1804,ROHLTD
1805,ROLEXRINGS
1806,ROLLT
1807,ROLTA
1808,ROMAN
1809,ROML
1810,ROSSARI
1811,ROSSELLIND
1812,ROTO
1813,ROUTE
1814,RPGLIFE
1815,RPOWER
1816,RPPINFRA
1817,RPPL
1818,RPSGVENT
1819,RRKABEL
1820,RRSLGETF
1821,RSSOFTWARE
1822,RSWM
1823,RSYSTEMS
1824,RTNINDIA
1825,RTNINFRA
1826,RTNPOWER
1827,RUBYMILLS
1828,RUCHI
1829,RUCHINFRA
1830,RUCHIRA
1831,RUPA
1832,RUSHIL
1833,RUSTOMJEE
1834,RVHL
1835,RVNL
1836,S&SPOWER
1837,SABEVENTS
1838,SABTN
1839,SADBHAV
1840,SADBHIN
1841,SADHNANIQ
1842,SAFARI
1843,SAGARDEEP
1844,SAGCEM
1845,SAH
1846,SAHPETRO
1847,SAHYADRI
1848,SAIL
1849,SAKAR
1850,SAKHTISUG
1851,SAKSOFT
1852,SAKUMA
1853,SALASAR
1854,SALONA
1855,SALSTEEL
1856,SALZERELEC
1857,SAMBHAAV
1858,SAMHI
1859,SAMPANN
1860,SANCO
1861,SANDESH
1862,SANDHAR
1863,SANDUMA
1864,SANGAMIND
1865,SANGHIIND
1866,SANGHVIMOV
1867,SANGINITA
1868,SANOFI
1869,SANSERA
1870,SAPPHIRE
1871,SARDAEN
1872,SAREGAMA
1873,SARLAPOLY
1874,SARVESHWAR
1875,SASKEN
1876,SASTASUNDR
1877,SATIA
1878,SATIN
1879,SATINDLTD
1880,SATNAMOVER
1881,SAVITACHEM
1882,SAWPIPES
1883,SBC
1884,SBCL
1885,SBFC
1886,SBGLP
1887,SBICARD
1888,SBIETFQLTY
1889,SBIGETS
1890,SBILIFE
1891,SBIN
1892,SCANDENT
1893,SCAPDVR
1894,SCHAEFFLER
1895,SCHAND
1896,SCHNEIDER
1897,SCI
1898,SCPL
1899,SDBL
1900,SEAMECLTD
1901,SECMARK
1902,SECURCRED
1903,SECURKLOUD
1904,SEINV
1905,SEJALLTD
1906,SELAN
1907,SELMC
1908,SEMAC
1909,SENCO
1910,SENSEXIWIN
1911,SENTINEL
1912,SEPC
1913,SEPOWER
1914,SEQUENT
1915,SERVOTECH
1916,SESAGOA
1917,SESHAPAPER
1918,SETCO
1919,SETF10GILT
1920,SETFBANK
1921,SETFGOLD
1922,SETFNIF50
1923,SETFNIFBK
1924,SETFNIFJR
1925,SETFNIFTY
1926,SETFNN50
1927,SETUINFRA
1928,SEYAIND
1929,SFL
1930,SGIL
1931,SGL
1932,SHAH
1933,SHAHALLOYS
1934,SHAILY
1935,SHAKTIGAS
1936,SHAKTIPUMP
1937,SHALBY
1938,SHALPAINTS
1939,SHANKARA
1940,SHANTI
1941,SHANTIGEAR
1942,SHARDACROP
1943,SHARDAMOTR
1944,SHAREINDIA
1945,SHARIABEES
1946,SHARRESLTD
1947,SHEMAROO
1948,SHIL
1949,SHILPAMED
1950,SHIVALIK
1951,SHIVAMAUTO
1952,SHIVAMILLS
1953,SHIVATEX
1954,SHK
1955,SHOPERSTOP
1956,SHRADHA
1957,SHREDIGCEM
1958,SHREECEM
1959,SHREEPUSHK
1960,SHREERAMA
1961,SHRENIK
1962,SHREYANIND
1963,SHREYAS
1964,SHREYASHIP
1965,SHRIPISTON
1966,SHRIRAMEPC
1967,SHRIRAMFIN
1968,SHRIRAMPPS
1969,SHRMHONDA
1970,SHYAMCENT
1971,SHYAMMETL
1972,SHYAMTEL
1973,SICALLOG
1974,SIEMENS
1975,SIGACHI
1976,SIGIND
1977,SIGMA
1978,SIGNATURE
1979,SIKKO
1980,SIL
1981,SILGO
1982,SILINV
1983,SILLYMONKS
1984,SILVERTUC
1985,SIMBHALS
1986,SIMPLEXCON
1987,SIMPLEXINF
1988,SINDHUTRAD
1989,SINTERCOM
1990,SIRCA
1991,SIS
1992,SITICABLE
1993,SITINET
1994,SIYSIL
1995,SJS
1996,SJVN
1997,SKFBEARING
1998,SKFINDIA
1999,SKIPPER
2000,SKMEGGPROD
2001,SKYGOLD
2002,SMARTLINK
2003,SMCGLOBAL
2004,SMLISUZU
2005,SMLT
2006,SMOBILITY
2007,SMSLIFE
2008,SMSPHARMA
2009,SNOWMAN
2010,SOBHA
2011,SOFTSOLINT
2012,SOFTTECH
2013,SOLARA
2014,SOLAREX
2015,SOLARINDS
2016,SOMANYCERA
2017,SOMATEX
2018,SOMICONVEY
2019,SONACOMS
2020,SONAMCLOCK
2021,SONAMLTD
2022,SONASTEER
2023,SONATSOFTW
2024,SORILHOLD
2025,SOTL
2026,SOUTHBANK
2027,SOUTHWEST
2028,SPAL
2029,SPANDANA
2030,SPARC
2031,SPCENET
2032,SPECIALITY
2033,SPENCERS
2034,SPENTEX
2035,SPHEREGSL
2036,SPIC
2037,SPICE
2038,SPICEMOBI
2039,SPICEMOBIL
2040,SPLIL
2041,SPLLTD
2042,SPLPETRO
2043,SPMLINFRA
2044,SPORTKING
2045,SPYL
2046,SQSBFSI
2047,SREEL
2048,SRF
2049,SRGHFL
2050,SRHHYPOLTD
2051,SRPL
2052,SRTRANSFIN
2053,SSLT
2054,SSWL
2055,STAR
2056,STARCEMENT
2057,STARHEALTH
2058,STARPAPER
2059,STARTECK
2060,STCINDIA
2061,STEELCAS
2062,STEELCITY
2063,STEELXIND
2064,STEL
2065,STERTOOLS
2066,STLTECH
2067,STOVEKRAFT
2068,STROPTICAL
2069,STRTECH
2070,STYABS
2071,STYLAMIND
2072,STYRENIX
2073,SUBEXLTD
2074,SUBHASPROJ
2075,SUBROS
2076,SUDARSCHEM
2077,SUKHJITS
2078,SULA
2079,SUMICHEM
2080,SUMIT
2081,SUMMITSEC
2082,SUNCLAYLTD
2083,SUNDARAM
2084,SUNDARMFIN
2085,SUNDARMHLD
2086,SUNDRMBRAK
2087,SUNDRMFAST
2088,SUNFLAG
2089,SUNPHARMA
2090,SUNTECK
2091,SUNTV
2092,SUPERHOUSE
2093,SUPERSPIN
2094,SUPRAJIT
2095,SUPREMEENG
2096,SUPREMEIND
2097,SUPREMEINF
2098,SUPRIYA
2099,SURANASOL
2100,SURANAT&P
2101,SURANAVEL
2102,SURYALAXMI
2103,SURYAROSNI
2104,SURYODAY
2105,SUTLEJINDS
2106,SUTLEJTEX
2107,SUULD
2108,SUVEN
2109,SUVENPHAR
2110,SUZLON
2111,SVLL
2112,SVPGLOB
2113,SWANENERGY
2114,SWARAJENG
2115,SWARAJMAZD
2116,SWELECTES
2117,SWSOLAR
2118,SYMPHONY
2119,SYNCOMF
2120,SYNGENE
2121,SYRMA
2122,TAINWALCHM
2123,TAJGVK
2124,TAKE
2125,TALBROAUTO
2126,TANLA
2127,TARAPUR
2128,TARC
2129,TARMAT
2130,TARSONS
2131,TASCPHARMA
2132,TASTYBITE
2133,TATACHEM
2134,TATACOFFEE
2135,TATACOMM
2136,TATACONSUM
2137,TATAELXSI
2138,TATAGLOBAL
2139,TATAHONEY
2140,TATAINVEST
2141,TATAMETALI
2142,TATAMOTORS
2143,TATAMTRDVR
2144,TATAPOWER
2145,TATASTEEL
2146,TATATEA
2147,TATATELECM
2148,TATATELSER
2149,TATVA
2150,TBZ
2151,TCI
2152,TCIEXP
2153,TCLCONS
2154,TCNSBRANDS
2155,TCPLPACK
2156,TCS
2157,TDPOWERSYS
2158,TEAMLEASE
2159,TECHIN
2160,TECHM
2161,TECHNOE
2162,TECILCHEM
2163,TEGA
2164,TEJASNET
2165,TELCO
2166,TEMBO
2167,TERASOFT
2168,TEXINFRA
2169,TEXMACOLTD
2170,TEXMOPIPES
2171,TEXRAIL
2172,TFCILTD
2173,TFL
2174,TGBHOTELS
2175,THANGAMAYL
2176,THEINVEST
2177,THEJO
2178,THEMISMED
2179,THERMAX
2180,THINKSOFT
2181,THOMASCOOK
2182,THOMASCOTT
2183,THYROCARE
2184,TI
2185,TIDEWATER
2186,TIFIN
2187,TIIL
2188,TIINDIA
2189,TIJARIA
2190,TIL
2191,TIMESGTY
2192,TIMETECHNO
2193,TIMKEN
2194,TINPLATE
2195,TIPSFILMS
2196,TIPSINDLTD
2197,TIRUMALCHM
2198,TIRUPATIFL
2199,TISCO
2200,TITAGARH
2201,TITAN
2202,TITANOCOMP
2203,TMB
2204,TMRVL
2205,TNPETRO
2206,TNPL
2207,TNTELE
2208,TOKYOPLAST
2209,TORNTPHARM
2210,TORNTPOWER
2211,TOTAL
2212,TOUCHWOOD
2213,TPHQ
2214,TPLPLASTEH
2215,TRACXN
2216,TRAFALHSE
2217,TREEHOUSE
2218,TREJHARA
2219,TREL
2220,TRENT
2221,TRF
2222,TRIDENT
2223,TRIGYN
2224,TRIL
2225,TRITURBINE
2226,TRIVENI
2227,TRU
2228,TTKHLTCARE
2229,TTKPRESTIG
2230,TTL
2231,TTML
2232,TV18BRDCST
2233,TVS-SUZUKI
2234,TVSELECT
2235,TVSHLTD
2236,TVSMOTOR
2237,TVSSCS
2238,TVSSRICHAK
2239,TVTODAY
2240,TVVISION
2241,TWL
2242,UBL
2243,UCAL
2244,UCALFUEL
2245,UCOBANK
2246,UDS
2247,UFLEX
2248,UFO
2249,UGARSUGAR
2250,UGROCAP
2251,UJJIVAN
2252,UJJIVANSFB
2253,ULTRACEMCO
2254,UMAEXPORTS
2255,UMANGDAIRY
2256,UMESLTD
2257,UNICHEMLAB
2258,UNIDT
2259,UNIENTER
2260,UNIINFO
2261,UNIONBANK
2262,UNIPARTS
2263,UNIPHOS
2264,UNITECH
2265,UNITEDTEA
2266,UNIVAFOODS
2267,UNIVASTU
2268,UNIVCABLES
2269,UNIVPHOTO
2270,UNOMINDA
2271,UPL
2272,URAVI
2273,URJA
2274,USHABEL
2275,USHAMART
2276,USK
2277,UTIAMC
2278,UTIBANK
2279,UTINEXT50
2280,UTINIFTETF
2281,UTISENSETF
2282,UTISXN50
2283,UTKARSHBNK
2284,UTTAMSUGAR
2285,V2RETAIL
2286,VADILALIND
2287,VAIBHAVGBL
2288,VAIBHAVGEM
2289,VAISHALI
2290,VAKRANGEE
2291,VAKRANSOFT
2292,VALIANTLAB
2293,VALIANTORG
2294,VAMORGANIC
2295,VARDHACRLC
2296,VARDMNPOLY
2297,VARROC
2298,VASCONEQ
2299,VASWANI
2300,VATECH
2301,VBL
2302,VCL
2303,VEDL
2304,VENKEYS
2305,VENUSPIPES
2306,VENUSREM
2307,VERANDA
2308,VERTOZ
2309,VESUVIUS
2310,VETO
2311,VGUARD
2312,VHL
2313,VIDHIDYE
2314,VIDHIING
2315,VIJAYA
2316,VIJIFIN
2317,VIKASECO
2318,VIKASGLOB
2319,VIKASLIFE
2320,VIKASMCORP
2321,VIMTALABS
2322,VINATIORGA
2323,VINDHYATEL
2324,VINEETLAB
2325,VINNY
2326,VINYLINDIA
2327,VIPCLOTHNG
2328,VIPIND
2329,VIPULLTD
2330,VIRINCHI
2331,VISAKAIND
2332,VISASTEEL
2333,VISESHINFO
2334,VISHAL
2335,VISHALRET
2336,VISHNU
2337,VISHWARAJ
2338,VIVIDHA
2339,VLEGOV
2340,VLSFINANCE
2341,VMART
2342,VOLTAMP
2343,VOLTAS
2344,VPRPL
2345,VRLLOG
2346,VSGML
2347,VSNL
2348,VSSL
2349,VSTIND
2350,VSTTILLERS
2351,VTL
2352,WABAG
2353,WABCO-TVS
2354,WABCOINDIA
2355,WALCHANNAG
2356,WANBURY
2357,WEALTH
2358,WEBELSOLAR
2359,WEIZFOREX
2360,WEIZMANIND
2361,WEL
2362,WELCORP
2363,WELENT
2364,WELGUJ
2365,WELINV
2366,WELPROJ
2367,WELSPUNIND
2368,WELSYNTEX
2369,WENDT
2370,WESTHATCH
2371,WESTLIFE
2372,WEWIN
2373,WFL
2374,WHEELS
2375,WHIRLPOOL
2376,WILLAMAGOR
2377,WINDLAS
2378,WINDMACHIN
2379,WINSOME
2380,WIPL
2381,WIPRO
2382,WOCKPHARMA
2383,WONDERLA
2384,WORTH
2385,WSI
2386,WSTCSTPAPR
2387,WWIL
2388,XCHANGING
2389,XELPMOC
2390,XPROINDIA
2391,YAARI
2392,YAARII
2393,YASHO
2394,YATHARTH
2395,YATRA
2396,YESBANK
2397,YUKEN
2398,ZAGGLE
2399,ZEEL
2400,ZEELEARN
2401,ZEEMEDIA
2402,ZEENEWS
2403,ZEETELE
2404,ZENITHBIR
2405,ZENITHEXPO
2406,ZENITHSTL
2407,ZENSARTECH
2408,ZENTEC
2409,ZFCVINDIA
2410,ZIMLAB
2411,ZODIAC
2412,ZODIACLOTH
2413,ZOMATO
2414,ZOTA
2415,ZUARI
2416,ZUARIAGRO
2417,ZUARIGLOB
2418,ZUARIIND
2419,ZYDUSLIFE
2420,ZYDUSWELL
